Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
0.6234416236992941,-0.5325041757580309,0.7243787286567845,-0.03398645523039193,0.1324990949994488,0.2292629239107402,-0.008189894166336913,-0.11758227515411704,-0.07520147775851227,-0.0414855192739802,-0.015961051508399157,0.132881224586743,0.19917453620252734,-0.008189894166336913,-0.0835445490533774,0.1059699283325617,-0.05891447341878554,-0.008189894166336913,0.240466998227896,-0.13684185211572059,-0.03188808708383665,-0.016348123098390253,0.20042404623318877,0.020645147363064397,-0.03580761153590506,0.05789715426131561,-0.03802278447396602,-0.007609802552562083,2.639325953608414,-0.10111142879469734,0.2507208438858435,-0.051507550318035666,-0.21876021231366938,-0.2810717427422526,-0.016417792651723124,-0.06626286923812773,3.520648661146356,-0.04441351472481058,0.3055260414740942,0.03951466260586743,-0.0440280669513521,0.2878499330548879,-0.018682565059165275,0.0029269335895327087,-0.049994735911123266,0.023132447154749547,-0.038643706070852,0.01710196496676107,0.3348527007834776,0.13311719774656666,-0.21789289740912465,-0.053693494353053255,-0.053479644471312496,-0.05366877090203387,2.279143639873448,0.19445782082336857,0.050138596361029256,-0.10007245454447201,-0.102663197275276,-0.0914150331726045,-0.06940447597481086,-0.06784799881702326,-0.21827716503548825,-0.05678113594154916,0
0.6709013057154505,-0.16283324125210055,0.9564339983252156,-0.0601647637801246,0.0821510875105689,-0.057521185005968485,-0.0065891186902207926,-0.20400794173359468,-0.056549202657503954,-0.041723140330085555,-0.014128881770929202,0.0080306563551247,0.18147447602959252,-0.0065891186902207926,-0.07495500482561057,-0.046089133255722385,-0.21792247836074385,-0.0065891186902207926,0.24593204171809946,0.8806047352855926,-0.02882948405462879,-0.00995308750628915,0.206996267473407,-0.041192371385277225,-0.040735101353529105,-0.07988646364991943,-0.029604796788643747,1.5501674718305158,-0.6802992041494652,-0.05689594753598653,0.2570408502085948,-0.03793839144539745,-0.308270493894872,-0.02839240605050112,-0.017886370733320354,-0.0676406960887115,-0.11564620513477457,-0.04468382117258393,0.27795425027375953,-0.16687711021635013,-0.04342865222688423,0.35360306525752366,0.28511378775848817,0.15703350755166465,-0.052847174303196194,-0.08651809863933159,-0.006124441569522075,0.03644761308939955,0.4320510576707456,0.09528961722367921,0.19052882165304022,-0.04025784943791287,-0.04335194933603201,-0.04354374018086413,-0.05579227179660695,0.19124159143915093,0.052359003911225374,-0.14309244709078567,-0.10367012157181443,-0.09808988554538213,-0.08409826874616567,-0.03332011765076099,-0.315085675348802,-0.035842629477410654,0
0.8898693135239487,0.4392294820223249,0.3288077204456195,-0.15974449552198572,0.036465824330380196,-0.057521185005968485,0.0028737405345588417,-0.34845809916108955,-0.06954292239079064,-0.048245939292297896,-0.005847088159729315,0.11720069168156905,0.36598419419594336,0.0028737405345588417,-0.06942656215768932,-0.10738745608739654,-0.35918494933376993,0.0028737405345588417,0.4240755136274454,0.5419652309092121,-0.028846345151812957,0.0002932474288810548,0.3507260208705959,-0.041192371385277225,-0.045508719593575775,-0.1361948914582139,-0.02984024859846086,-0.07929966783221533,0.3299063327984422,-0.013324140696495486,0.46807516986170566,-0.011429396088077828,-0.40130242549332057,-0.1910508129732549,0.0025709593117280646,-0.0806401928963933,-0.12298936441603664,-0.04409507151236526,0.7681921519722908,-0.08253517210862803,-0.0429826847138616,0.6664719611988207,0.16376666105408158,0.08417377810723503,-0.0503468556469339,-0.11828446617242681,-0.008533133543583841,0.05674993459428128,0.7136424031452646,-0.24251495334504633,0.12873038122134958,-0.014012856597166019,-0.054149905828498476,-0.053796873480501224,-0.02863940869730153,0.7752308784159015,0.09102364887024463,-0.29258004898594386,0.25997399392026893,-0.09677240226432328,-0.07875521470087368,0.004323271341454319,-0.38003448395140416,-0.057648985045248076,0
-0.03593783471584089,-0.7541470381265031,0.9152490836398637,0.07981895247459213,0.18868305712808733,0.05318893024048688,-0.03749192134313089,0.02080627762763493,-0.07792264077485343,-0.0391769600334325,-0.04124692587466293,-0.17983016019310824,0.043965390373360905,-0.03749192134313089,-0.06358173271057978,-0.1553086281068773,0.09618349861476394,-0.03749192134313089,0.07526169904652019,0.6937463395854521,-0.027521062913137447,-0.034856904136398484,0.07757505587436615,-0.036272492176856505,-0.032721631563381016,-0.1456775328029788,-0.0380728593545545,0.012938966788471888,0.73634299602497,-0.09366985349557302,0.05967048220986649,-0.05284849109852828,-0.20692746825572264,-0.30068416391281305,-0.0348254660103693,-0.07906933716336058,-0.11564620513477457,-0.04213728533521731,0.14580191871191828,-0.05412143503271946,-0.04318595604998696,0.14450369928314474,0.2182621629231,0.11692618615222694,-0.05412270133580567,0.03613154281772774,-0.01624248614177835,-0.01990901079312836,0.18383362646123952,0.3083759161403766,-0.4575469801289708,-0.055021313948182354,-0.05334434749361184,-0.053536259935238695,0.0671637332868246,-0.1366432481321998,0.02533788838683785,0.016651918202994297,-0.10367012157181443,-0.09742355777887249,-0.08140624608982573,-0.06256645794690448,-0.23667059138956337,-0.057515322443980145,0
0.5501753934689849,0.1852784180172127,0.2139734078051102,-0.197671118152574,0.018807475333212833,0.08084429930125078,-0.019839360451732027,-0.2983968928476757,-0.07463595488225555,-0.04546281108700719,-0.026013835199754535,-0.1537774262348461,0.10310075504567631,-0.019839360451732027,-0.05329606988460819,-0.21438909870965375,-0.3106103097408451,-0.019839360451732027,0.16868005098642475,0.1750449489582961,-0.033602860667466414,-0.019297654790399278,0.19086640423352516,-0.03340170768329841,-0.04112427946640755,-0.17874929345759705,-0.03802708125175307,-0.07358540696204262,-0.012224457209406793,-0.054230960687180745,0.16770339649125351,-0.02589897006963889,-0.35911305828671286,-0.30614816026380753,-0.019351211975015294,-0.07003026053006214,-0.06783798399049733,-0.04680419516327426,0.28208592818360184,-0.09290974815070727,-0.041935361276708244,0.26681333632004106,0.0784522744452449,0.05443798910767091,-0.051540280446806086,-0.13269938690442998,-0.02804110292158915,0.01814797749754064,0.3522916271234742,-0.15694608928453707,0.41008831344820273,-0.028338962874520774,-0.053712897238809856,-0.05375278959722299,-0.04984683219640155,0.2572717553121063,0.058609003972613656,-0.1222181296212285,-0.03854451894123062,-0.09457070516540547,-0.07587951963489178,-0.005549029040605137,-0.3656723629588698,-0.056597276563437715,0
0.7766749260781798,-0.16879121759954197,0.6120228544185886,-0.10983970049156855,-0.09700641388866031,-0.057521185005968485,-0.0022886670906314636,-0.20083244637570122,-0.04726797427658489,-0.041582452509331964,-0.010053994595589604,0.06924235802448665,0.15952640141515337,-0.0022886670906314636,-0.0777059046109738,-0.007023806276541912,-0.21596746190653943,-0.0022886670906314636,0.22521571406918864,1.3203024053335606,-0.023796446545154996,-0.0037571922704638184,0.19047980298410053,-0.041192371385277225,-0.03604336798809963,-0.04473355693025539,-0.03279186397019198,0.041058875307580296,0.2576541960699027,-0.06734327849409177,0.2386442426567102,-0.047334658791737365,-0.2514914337596735,0.016687388304965307,-0.004900852072886837,-0.05835534122608165,0.000383726712411816,-0.044154316761192296,0.3516699294176808,-0.16966514328107454,-0.04378315226055441,0.3392482496845306,0.10066472671426811,-0.11313672241081535,-0.05352107537148864,-0.248733565027273,0.00957884564828349,0.04838927927708942,0.4202899213019107,-0.005596889926262433,0.12172925071492703,-0.04956133376847492,-0.052910969297191655,-0.053056329070666916,-0.019983468798635138,0.27905439977794466,0.055717807801736574,-0.132938766741396,-0.09163203806403006,-0.09925642838168001,-0.0389944736282146,-0.059757187200791526,-0.24581012293026708,-0.05487674685246924,0
0.12802235261815517,0.290341495772865,0.3978980156607192,-0.18127455806581466,0.04703474964851273,-0.057521185005968485,-0.03406163487414827,-0.32065894980748855,-0.0553782376431371,-0.04661422983054323,-0.03592654967567943,-0.2856650264940647,0.5060399430552385,-0.03406163487414827,-0.08627927267258664,0.18057536453762207,-0.33221574799115533,-0.03406163487414827,0.059603713976913955,0.19073621909642582,-0.043350092338661404,-0.056555688240031765,0.08026837791202415,-0.041192371385277225,-0.044367280434763484,0.2471639621284204,-0.038163900721017115,0.1260956946125382,-0.697074649336947,-0.03033636821985557,0.2331081130871683,0.06205609505949555,-0.4971617389627582,-0.22977106187154406,-0.05173802972411204,-0.06646921045729728,-0.11564620513477457,-0.049575593649598036,-0.15934908493629552,-0.1775362890173477,-0.04406268501200646,-0.1822243856065024,0.22683288405584198,0.21009096121682766,-0.053450514301599604,-0.1141998246477543,0.023590023549558182,-0.21047462607145836,-0.8698188678002031,-0.1170580136252538,0.5805725731358464,0.05874605903052774,-0.052516293686151114,-0.05270819605124906,-0.06204442058253724,2.5527336514269128,0.04215912824718961,-0.9064052461483629,-0.10367012157181443,-0.09469004978649628,-0.08696292770169697,-0.002276906817656235,-0.3706185745017533,-0.05251038322136446,0
0.47724143639164746,-0.2963349071403848,-0.06492740746753609,-0.15417681624018892,-0.063406678973508,-0.057521185005968485,-0.02229649483639977,-0.153626343699775,-0.07183162673705312,-0.04018466179261019,-0.024289534858075862,0.19004183089530272,0.21614513935015334,-0.02229649483639977,-0.07058934304240527,-0.0960336090629694,-0.17017496111382863,-0.02229649483639977,0.2213817106904024,0.48825456059628297,-0.033602860667466414,-0.02441518621016526,0.24430328804288048,-0.03585838291267853,-0.03916309172763626,-0.05111965433146434,-0.03747056143148375,-0.16546600261617864,0.7273666613193878,-0.032678061582084916,0.23653757388245975,-0.05795326385314726,-0.15449513042752494,-0.09217551934068237,-0.02727518098780645,-0.08292991481233933,-0.13297156019365353,-0.03633932984773514,0.2959945468900021,-0.16659680334813246,-0.04310816940635372,0.32419588552870665,-0.051429862053850625,-0.13640506300237895,-0.051626496361350666,-0.23837016710487746,-0.01841402643132631,-0.003933682049023041,0.3111952425703039,-0.33829298764739557,-0.6838383281803088,-0.06007542568774493,-0.054367126520008593,-0.05434811650919956,-0.03011498321939332,0.21273185141551493,0.04267048305078118,-0.12352384824483863,0.09098446411140111,-0.09651275341634064,-0.026428285293012495,-0.08461832438105138,-0.14685730125443167,-0.05890468634759543,0
0.22925490655693476,-0.15094799977550366,0.02246049471772752,-0.16030637141280926,-0.011571019000328128,-0.057521185005968485,-0.02449056471974773,-0.20682428830812993,-0.04340578569226695,-0.04177800184870478,-0.026981439779912218,0.02593754554694624,0.07759121377825874,-0.02449056471974773,-0.0692200781544296,-0.1093329404987103,-0.2217823826421218,-0.02449056471974773,0.08817445296755912,-0.17472440981838544,-0.03354384682732183,-0.025863650499680514,0.07538646324567912,-0.02068556870176133,-0.038137281210453754,-0.12046042020030746,-0.03732836131255845,-0.15604208872867298,1.3567401619058708,-0.0681092801785026,0.09423699741155017,-0.06233867270891714,-0.09314798712709865,-0.01927010723897635,0.04777364318969467,-0.05449143549292277,-0.12507331725992127,-0.040798544684165494,0.8706659456767984,-0.17384898283261974,-0.04304771490256746,0.10410829372057616,-0.14789332840286268,-0.12855880639432182,-0.05267548522221114,-0.18714655447114614,-0.034153847827556975,-0.01632986115489151,0.11428407895139643,-0.2986226246817692,-0.4747468728634991,-0.06468343202973448,-0.05432808034383748,-0.05437703035029087,-0.07131679471396532,0.8973014027714389,0.036870591875444045,-0.3447228913893233,0.019772307650909784,-0.09089088661261065,-0.031135186400188447,-0.10979129201247262,0.021418724203550326,-0.05814207846139089,0
0.15233367164393424,0.5557478441985734,-1.9842790630267853,-0.47156262909714763,-0.6299901631915238,-0.05746504697048189,-0.027919731765320477,-0.36765318053927537,-0.07704441701407828,-0.04952290003856382,-0.028884449120588396,-0.27185288670788144,0.309837457865555,-0.027919731765320477,-0.05330082758053584,-0.21437353483436325,-0.3777826699622272,-0.027919731765320477,0.20547377401930628,-0.3839337426338847,-0.033602860667466414,-0.024963761531226807,0.1716437309982466,-0.04148056904886054,-0.048643290590597944,-0.21135111790397917,-0.037525229219139186,-0.2547469686392522,-0.317861296283086,0.0558228022297316,0.23852176191402122,0.03332510757854377,-0.4725403744136123,-0.1985988636470194,-0.039744642057734675,-0.08814502272264076,-0.11564620513477457,-0.052484670015298274,0.11840603063051752,-0.18693569787037853,-0.04206454349236772,0.3875626673163948,-0.15936023905171048,-0.10585036858012926,-0.04893260612226727,-0.3412368960964957,-0.04757855602253402,-0.023671677932316927,0.1965410611586014,-0.5309492829003958,0.978088685063007,0.03029678069589067,-0.054705667175135864,-0.05489759618256677,-0.09968067105853136,0.0011819271311800073,0.05370933056937879,-0.10311340449682696,-0.10367012157181443,-0.08703228575063258,-0.04218548613564187,0.16225211059779884,-0.4984004711626029,-0.05912384766456178,0
